ID,ADDRESS,MATCH_IND,MATCH_TYPE,MATCH_ADDRESS,GEOCODE,COL7,COL8
2375,"8197 Round Hills Cir, Las Vegas, NV, 89113",Match,Exact,"8197 ROUND HILLS CIR, LAS VEGAS, NV, 89113","-115.26918,36.094334",201900232,R
2376,"3234 Chimayo Ln, Las Vegas, NV, 89122",Match,Exact,"3234 CHIMAYO LN, LAS VEGAS, NV, 89122","-115.05435,36.131004",201878588,L
2377,"6148 Foxcroft Ave, Las Vegas, NV, 89108",Match,Exact,"6148 FOXCROFT AVE, LAS VEGAS, NV, 89108","-115.22759,36.229347",201858774,R
2378,"222 Karen Ave Unit 1907, Las Vegas, NV, 89109",Match,Exact,"222 KAREN AVE, LAS VEGAS, NV, 89109","-115.154366,36.140236",201869841,L
2379,"4525 Dean Martin Dr Unit 608, Las Vegas, NV, 89103",No_Match,,,,,
2380,"9470 Thunder Sky St Unit 102, Las Vegas, NV, 89178",Match,Exact,"9470 THUNDER SKY ST, LAS VEGAS, NV, 89178","-115.28015,36.016262",632847541,L
2381,"6645 Prairie Dusk Dr, Las Vegas, NV, 89122",Match,Non_Exact,"6645 E PRAIRE DUSK DR, LAS VEGAS, NV, 89122","-115.02801,36.087948",641502116,L
2382,"4429 Narit Dr, Las Vegas, NV, 89108",Match,Exact,"4429 NARIT DR, LAS VEGAS, NV, 89108","-115.24072,36.241043",201858475,R
2383,"5969 High Steed St Unit 101, Las Vegas, NV, 89011",Match,Non_Exact,"5969 HIGH STEED ST, HENDERSON, NV, 89011","-115.03391,36.08084",201999918,R
2384,"8216 Tivoli Cove Dr, Las Vegas, NV, 89128",Match,Exact,"8216 TIVOLI COVE DR, LAS VEGAS, NV, 89128","-115.27122,36.201904",201917641,L
2385,"Plan 4037, Las Vegas, NV, 89141",No_Match,,,,,
2386,"10895 Calcedonian St, Las Vegas, NV, 89141",Match,Exact,"10895 CALCEDONIAN ST, LAS VEGAS, NV, 89141","-115.19127,35.991253",612986240,R
2387,"370 Autumn Hue Ave, Las Vegas, NV, 89123",Match,Exact,"370 AUTUMN HUE AVE, LAS VEGAS, NV, 89123","-115.15572,36.03649",624696823,R
2388,"5783 Sol Vista Ave, Las Vegas, NV, 89122",Match,Exact,"5783 SOL VISTA AVE, LAS VEGAS, NV, 89122","-115.04736,36.10681",624846292,L
2389,"550 Mossy Bark Ct, Las Vegas, NV, 89183",Match,Exact,"550 MOSSY BARK CT, LAS VEGAS, NV, 89183","-115.15123,35.99799",201996654,L
2390,"10326 Artful Stone Ave, Las Vegas, NV, 89149",Match,Non_Exact,"10326 W ARTFUL STONE AVE, LAS VEGAS, NV, 89149","-115.32063,36.287792",627162429,L
2391,"7276 Laramie Ave, Las Vegas, NV, 89113",Match,Exact,"7276 LARAMIE AVE, LAS VEGAS, NV, 89113","-115.250465,36.04843",202004028,L
2392,"101 Luna Way # 60, Las Vegas, NV, 89145",Match,Exact,"101 LUNA WAY, LAS VEGAS, NV, 89145","-115.255325,36.174145",201888885,L
2393,"3750 Las Vegas Blvd S Unit 4502, Las Vegas, NV, 89158",No_Match,,,,,
2394,"222 Karen Ave Unit 4007, Las Vegas, NV, 89109",Match,Exact,"222 KAREN AVE, LAS VEGAS, NV, 89109","-115.154366,36.140236",201869841,L
2395,"7310 Abbeyville Dr, Las Vegas, NV, 89123",Match,Exact,"7310 ABBEYVILLE DR, LAS VEGAS, NV, 89123","-115.13426,36.057022",201919145,R
2396,"1952 Orchard Valley Dr, Las Vegas, NV, 89142",Match,Exact,"1952 ORCHARD VALLEY DR, LAS VEGAS, NV, 89142","-115.03986,36.150692",201928862,L
2397,"2110 Los Feliz St Unit 1057, Las Vegas, NV, 89156",Match,Non_Exact,"2110 N LOS FELIZ ST, LAS VEGAS, NV, 89156","-115.017365,36.196342",624361552,R
2398,"2877 Paradise Rd Unit 3402, Las Vegas, NV, 89109",Match,Exact,"2877 PARADISE RD, LAS VEGAS, NV, 89109","-115.1548,36.13684",201869829,R
2399,"11001 Napa Ridge Dr, Las Vegas, NV, 89144",Match,Exact,"11001 NAPA RIDGE DR, LAS VEGAS, NV, 89144","-115.33618,36.177387",201990644,L
2400,"2830 S Sandhill Rd, Las Vegas, NV, 89121",Match,Exact,"2830 S SANDHILL RD, LAS VEGAS, NV, 89121","-115.08975,36.138218",201877184,L
2401,"2957 E Viking Rd, Las Vegas, NV, 89121",Match,Exact,"2957 E VIKING RD, LAS VEGAS, NV, 89121","-115.110306,36.11864",201872194,R
2402,"6821 Neepawa Cir, Las Vegas, NV, 89108",Match,Exact,"6821 NEEPAWA CIR, LAS VEGAS, NV, 89108","-115.24378,36.222137",201858799,L
2403,"10755 Alexito St, Las Vegas, NV, 89124",Match,Non_Exact,"10755 ALEXITO ST, LAS VEGAS, NV, 89166","-115.419975,36.31498",201985510,L
2404,"4634 Sheppard Dr, Las Vegas, NV, 89122",Match,Exact,"4634 SHEPPARD DR, LAS VEGAS, NV, 89122","-115.05793,36.105026",201878890,L
2405,"9706 Running Rabbit St, Las Vegas, NV, 89143",Tie,,,,,
2406,"9044 Wind Warrior Ave, Las Vegas, NV, 89143",Match,Exact,"9044 WIND WARRIOR AVE, LAS VEGAS, NV, 89143","-115.29244,36.31873",201953217,R
2407,"1300 Casa Del Rey Ct, Las Vegas, NV, 89117",Match,Exact,"1300 CASA DEL REY CT, LAS VEGAS, NV, 89117","-115.247604,36.156548",201933332,L
2408,"5954 Bluehill Ave, Las Vegas, NV, 89156",Match,Exact,"5954 BLUEHILL AVE, LAS VEGAS, NV, 89156","-115.04225,36.20704",201965232,L
2409,"3208 Shoreheight St, Las Vegas, NV, 89117",Match,Exact,"3208 SHOREHEIGHT ST, LAS VEGAS, NV, 89117","-115.29306,36.132454",201890867,R
2410,"10798 Scamadella St, Las Vegas, NV, 89141",Match,Exact,"10798 SCAMADELLA ST, LAS VEGAS, NV, 89141","-115.206696,35.992928",201970664,R
2411,"5309 W Rome Blvd, Las Vegas, NV, 89131",Match,Exact,"5309 W ROME BLVD, LAS VEGAS, NV, 89131","-115.21345,36.27987",201999285,L
2412,"5650 E Sahara Ave Unit 1049, Las Vegas, NV, 89142",Match,Non_Exact,"5650 E SAHARA AVE, LAS VEGAS, NV, 89142","-115.05119,36.145134",641088259,L
2413,"8489 Brackenfield Ave, Las Vegas, NV, 89178",Match,Exact,"8489 BRACKENFIELD AVE, LAS VEGAS, NV, 89178","-115.27746,36.00562",627622353,R
2414,"200 W Sahara Ave Unit 3702, Las Vegas, NV, 89102",Match,Non_Exact,"200 W SAHARA AVE, LAS VEGAS, NV, 89102","-115.15968,36.14379",201869751,R
2415,", Las Vegas, NV, 89149",No_Match,,,,,
2416,"9208 Sunnyfield Dr, Las Vegas, NV, 89134",Match,Non_Exact,"9208 SUNNYFIELD, LAS VEGAS, NV, 89134","-115.29712,36.183346",201903501,R
2417,"5086 Mount Pleasant Ln, Las Vegas, NV, 89113",Match,Exact,"5086 MT PLEASANT LN, LAS VEGAS, NV, 89113","-115.27789,36.09683",201900241,L
2418,"5062 Blanton Dr, Las Vegas, NV, 89122",Match,Exact,"5062 BLANTON DR, LAS VEGAS, NV, 89122","-115.06267,36.10271",632505906,L
2419,"1805 Shady Elm St, Las Vegas, NV, 89135",Match,Exact,"1805 SHADY ELM ST, LAS VEGAS, NV, 89135","-115.318985,36.15112",201997613,R
2420,"839 Kenny Way, Las Vegas, NV, 89107",Match,Exact,"839 KENNY WAY, LAS VEGAS, NV, 89107","-115.18519,36.161736",201864777,L
2421,"9140 Gemstone Dr, Las Vegas, NV, 89134",Match,Exact,"9140 GEMSTONE DR, LAS VEGAS, NV, 89134","-115.29319,36.21225",201893866,L
2422,"2971 Poplar Ave, Las Vegas, NV, 89101",Match,Non_Exact,"2971 E POPLAR AVE, LAS VEGAS, NV, 89101","-115.10791,36.169098",201869099,L
2423,"271 E Desert Rose Dr, Las Vegas, NV, 89015",Match,Non_Exact,"271 E DESERT ROSE DR, HENDERSON, NV, 89015","-114.98233,36.015316",201883111,R
2424,"3183 Via Seranova, Henderson, NV, 89044",Match,Non_Exact,"3183 VIA SERANOVA DR, HENDERSON, NV, 89044","-115.126915,35.95529",624596525,R
2425,"5668 Sea Breeze Av, Las Vegas, NV, 89110",Match,Exact,"5668 SEA BREEZE AVE, LAS VEGAS, NV, 89110","-115.04962,36.160576",201965622,L
2426,"1571 Balsam Mist Ave, Las Vegas, NV, 89183",Match,Exact,"1571 BALSAM MIST AVE, LAS VEGAS, NV, 89183","-115.13302,36.006725",201953421,L
2427,"6298 Rock Dove Ave, Las Vegas, NV, 89122",Match,Exact,"6298 ROCK DOVE AVE, LAS VEGAS, NV, 89122","-115.03593,36.121017",612689618,L
2428,"4400 Plan, Las Vegas, NV, 89147",No_Match,,,,,
2429,"3213 Mariner Bay St, Las Vegas, NV, 89117",Match,Exact,"3213 MARINER BAY ST, LAS VEGAS, NV, 89117","-115.284775,36.13276",201890820,L
2430,"4780 Double Down Dr Unit 101, Las Vegas, NV, 89122",Match,Exact,"4780 DOUBLE DOWN DR, LAS VEGAS, NV, 89122","-115.05181,36.10282",624600433,R
2431,"10324 Garden Glen Ln, Las Vegas, NV, 89135",Match,Exact,"10324 GARDEN GLEN LN, LAS VEGAS, NV, 89135","-115.31741,36.125397",201970226,L
2432,"4310 Maneilly Dr, Las Vegas, NV, 89110",Match,Exact,"4310 MANEILLY DR, LAS VEGAS, NV, 89110","-115.08204,36.187813",201874592,L
2433,"8616 Crest Hill Ave, Las Vegas, NV, 89145",Match,Exact,"8616 CREST HILL AVE, LAS VEGAS, NV, 89145","-115.28252,36.16813",201903785,R
2434,"Paxton, Las Vegas, NV, 89113",No_Match,,,,,
2435,"11007 Turlington Ln, Las Vegas, NV, 89135",Match,Exact,"11007 TURLINGTON LN, LAS VEGAS, NV, 89135","-115.33328,36.132896",201997468,L
2436,"8609 Spotted Fawn Ct, Las Vegas, NV, 89131",Match,Exact,"8609 SPOTTED FAWN CT, LAS VEGAS, NV, 89131","-115.2779,36.31483",201978207,L
2437,"2060 Rancho Lake Dr Unit 103, Las Vegas, NV, 89108",Match,Exact,"2060 RANCHO LAKE DR, LAS VEGAS, NV, 89108","-115.19628,36.19668",612986592,R
2438,", Las Vegas, NV, 89129",No_Match,,,,,
2439,"4924 Naff Ridge Dr, Las Vegas, NV, 89131",Match,Exact,"4924 NAFF RIDGE DR, LAS VEGAS, NV, 89131","-115.20816,36.303078",201999232,R
2440,"2713 Cyrano St, Henderson, NV, 89044",Match,Exact,"2713 CYRANO ST, HENDERSON, NV, 89044","-115.089264,35.92754",641370047,L
2441,"5505 Escallonia St, Las Vegas, NV, 89149",Match,Exact,"5505 ESCALLONIA ST, LAS VEGAS, NV, 89149","-115.2738,36.261356",201906169,L
2442,"5962 Ambleshire Ave, Las Vegas, NV, 89139",Match,Exact,"5962 AMBLESHIRE AVE, LAS VEGAS, NV, 89139","-115.22379,36.04711",612688195,R
2443,"9144 Tesoras Dr Unit 302, Las Vegas, NV, 89144",Match,Non_Exact,"9144 TESORAS DR, LAS VEGAS, NV, 89145","-115.29596,36.174736",612989424,R
2444,"2104 Waterbury Ln, Las Vegas, NV, 89134",Match,Exact,"2104 WATERBURY LN, LAS VEGAS, NV, 89134","-115.287605,36.198364",201903909,R
2445,"7955 Trail Head Dr, Las Vegas, NV, 89113",Match,Exact,"7955 TRAIL HEAD DR, LAS VEGAS, NV, 89113","-115.26415,36.079803",201900374,L
2446,"222 Karen Ave Unit 2707, Las Vegas, NV, 89109",Match,Exact,"222 KAREN AVE, LAS VEGAS, NV, 89109","-115.154366,36.140236",201869841,L
2447,"9400 Empire Rock St, Las Vegas, NV, 89143",Match,Exact,"9400 EMPIRE ROCK ST, LAS VEGAS, NV, 89143","-115.288475,36.323166",201970688,R
2448,"2053 Seattle Shore St, Las Vegas, NV, 89115",Match,Exact,"2053 SEATTLE SHORE ST, LAS VEGAS, NV, 89115","-115.09219,36.19685",612691934,L
2449,"977 Miller Ave, Las Vegas, NV, 89106",Match,Exact,"977 MILLER AVE, LAS VEGAS, NV, 89106","-115.15492,36.20209",201863982,L
2450,"7445 Mezzanine View Ave, Las Vegas, NV, 89178",Match,Non_Exact,"7445 W MEZZANINE VIEW AVE, LAS VEGAS, NV, 89178","-115.254684,36.00772",627345772,R
2451,"Plan 2346, Las Vegas, NV, 89135",No_Match,,,,,
2452,"5417 Pinosa Ct, Las Vegas, NV, 89141",Match,Exact,"5417 PINOSA CT, LAS VEGAS, NV, 89141","-115.21511,35.98278",612984861,L
2453,"2747 Paradise Rd Unit 3003, Las Vegas, NV, 89109",Match,Exact,"2747 PARADISE RD, LAS VEGAS, NV, 89109","-115.15479,36.1391",201869829,R
2454,"3530 Gulf Shores Dr, Las Vegas, NV, 89122",Match,Exact,"3530 GULF SHORES DR, LAS VEGAS, NV, 89122","-115.06035,36.125397",201878591,L
2455,"7901 Roxburgh Castle Ave, Las Vegas, NV, 89117",Match,Exact,"7901 ROXBURGH CASTLE AVE, LAS VEGAS, NV, 89117","-115.267166,36.156677",201949117,L
2456,"23 E Agate Ave Unit 501, Las Vegas, NV, 89123",Tie,,,,,
2457,"3960 Rebecca Raiter Av Unit: 101, Las Vegas, NV, 89110",No_Match,,,,,
2458,"3311 Lovell Ct, Las Vegas, NV, 89121",Match,Exact,"3311 LOVELL CT, LAS VEGAS, NV, 89121","-115.10278,36.125244",201871879,L
2459,", Las Vegas, NV, 89122",No_Match,,,,,
2460,"6351 Bushkill Creek Ct, Las Vegas, NV, 89142",Match,Exact,"6351 BUSHKILL CREEK CT, LAS VEGAS, NV, 89142","-115.03467,36.14265",201947862,R
2461,"10538 Beckaville Ave, Las Vegas, NV, 89129",Match,Exact,"10538 BECKAVILLE AVE, LAS VEGAS, NV, 89129","-115.32752,36.239338",202002566,R
2462,", Las Vegas, NV, 89115",No_Match,,,,,
2463,"4525 Dean Martin Dr Unit 2908, Las Vegas, NV, 89103",No_Match,,,,,
2464,"2539 Winterwood Blvd, Las Vegas, NV, 89142",Match,Exact,"2539 WINTERWOOD BLVD, LAS VEGAS, NV, 89142","-115.05711,36.144047",201878483,R
2465,"4913 Lonesome Spur Ave, Las Vegas, NV, 89131",Match,Exact,"4913 LONESOME SPUR AVE, LAS VEGAS, NV, 89131","-115.20807,36.312893",612683967,L
2466,"8455 W Sahara Ave Apt 115, Las Vegas, NV, 89117",Match,Non_Exact,"8455 W SAHARA AVE, LAS VEGAS, NV, 89117","-115.276306,36.144035",201901640,L
2467,"6536 Bryce Woodlands St, Las Vegas, NV, 89148",Match,Non_Exact,"6536 S BRYCE WOODLANDS ST, LAS VEGAS, NV, 89148","-115.31107,36.06919",627161207,L
2468,"9008 Players Club Dr, Las Vegas, NV, 89134",Match,Exact,"9008 PLAYERS CLUB DR, LAS VEGAS, NV, 89134","-115.29268,36.181187",201903806,R
2469,"284 Bella Matese Ave, Henderson, NV, 89183",Match,Non_Exact,"284 BELLA MATESE AVE, LAS VEGAS, NV, 89183","-115.163185,35.978527",612992156,L
2470,"1709 S Eastern Ave, Las Vegas, NV, 89104",Match,Exact,"1709 S EASTERN AVE, LAS VEGAS, NV, 89104","-115.11883,36.150715",201868995,L
2471,"8261 Oliver Twist Ln # 9, Las Vegas, NV, 89113",Match,Exact,"8261 OLIVER TWIST LN, LAS VEGAS, NV, 89113","-115.27209,36.02121",641438934,R
2472,"2023 Via Firenze, Las Vegas, NV, 89044",Match,Exact,"2023 VIA FIRENZE, LAS VEGAS, NV, 89044","-115.12492,35.95316",624596277,R
2473,"8815 Roping Rodeo Ave Unit 102, Las Vegas, NV, 89178",Match,Exact,"8815 ROPING RODEO AVE, LAS VEGAS, NV, 89178","-115.283585,36.01833",632848394,L
2474,"1908 Ludwig Dr, Las Vegas, NV, 89106",Match,Exact,"1908 LUDWIG DR, LAS VEGAS, NV, 89106","-115.17253,36.1915",201864966,R
2475,"7240 W Oakey Blvd, Las Vegas, NV, 89117",Match,Exact,"7240 W OAKEY BLVD, LAS VEGAS, NV, 89117","-115.25115,36.15151",201858417,R
2476,"4572 Treto Ave, Las Vegas, NV, 89141",Match,Exact,"4572 TRETO AVE, LAS VEGAS, NV, 89141","-115.20322,35.996647",202001740,R
2477,"6714 Flamenco Ct, Las Vegas, NV, 89139",Match,Exact,"6714 FLAMENCO CT, LAS VEGAS, NV, 89139","-115.239426,36.0363",641500557,R
2478,"1028 Bird Springs Dr, Las Vegas, NV, 89128",Match,Exact,"1028 BIRD SPRINGS DR, LAS VEGAS, NV, 89128","-115.26055,36.1831",201905032,R
2479,"3679 Bufflehead St, Las Vegas, NV, 89122",Match,Exact,"3679 BUFFLEHEAD ST, LAS VEGAS, NV, 89122","-115.03766,36.120903",612689109,R
2480,"3708 San Angelo Ave, Las Vegas, NV, 89102",Match,Exact,"3708 SAN ANGELO AVE, LAS VEGAS, NV, 89102","-115.19094,36.14196",201869288,R
2481,"9709 Blue Bell Dr, Las Vegas, NV, 89134",Match,Exact,"9709 BLUE BELL DR, LAS VEGAS, NV, 89134","-115.30648,36.205784",201923948,L
2482,"7730 S Decatur Blvd, Las Vegas, NV, 89139",Match,Exact,"7730 S DECATUR BLVD, LAS VEGAS, NV, 89139","-115.20787,36.049335",624793773,L
2483,"7781 Shire Ct, Las Vegas, NV, 89131",Match,Exact,"7781 SHIRE CT, LAS VEGAS, NV, 89131","-115.25922,36.300945",201978102,L
2484,"3028 Gavilan Ln, Las Vegas, NV, 89122",Match,Exact,"3028 GAVILAN LN, LAS VEGAS, NV, 89122","-115.0522,36.134346",201878566,L
2485,"7734 Hernando Dr, Las Vegas, NV, 89147",Match,Exact,"7734 HERNANDO DR, LAS VEGAS, NV, 89147","-115.258804,36.111942",201933406,R
2486,"6793 Council Heights Way, Las Vegas, NV, 89142",Match,Exact,"6793 COUNCIL HEIGHTS WAY, LAS VEGAS, NV, 89142","-115.02492,36.140427",641513061,R
2487,"8759 Green Ridge Ave, Las Vegas, NV, 89178",Match,Non_Exact,"8759 W GREEN RIDGE AVE, LAS VEGAS, NV, 89178","-115.28336,35.999916",625227904,L
2488,"4750 E Philadelphia Ave, Las Vegas, NV, 89104",Match,Exact,"4750 E PHILADELPHIA AVE, LAS VEGAS, NV, 89104","-115.07103,36.149826",201875790,L
2489,"326 Carlisle Crossing St, Las Vegas, NV, 89138",Match,Exact,"326 CARLISLE CROSSING ST, LAS VEGAS, NV, 89138","-115.34166,36.17399",632841944,L
2490,"123 Betty Ln, Las Vegas, NV, 89110",Match,Exact,"123 BETTY LN, LAS VEGAS, NV, 89110","-115.05781,36.16011",201875939,L
2491,"6724 Biltmore Garden St, Las Vegas, NV, 89149",Match,Non_Exact,"6724 N BILTMORE GARDEN ST, LAS VEGAS, NV, 89149","-115.2823,36.283337",627161782,R
2492,"7928 Capistrano Valley Ave, Las Vegas, NV, 89178",Match,Exact,"7928 CAPISTRANO VALLEY AVE, LAS VEGAS, NV, 89178","-115.26491,36.00777",641063575,R
2493,"212 Orland St Apt 25, Las Vegas, NV, 89107",Match,Exact,"212 ORLAND ST, LAS VEGAS, NV, 89107","-115.22015,36.17541",201860661,R
2494,"4510 Lone Mesa Dr, Las Vegas, NV, 89147",Match,Exact,"4510 LONE MESA DR, LAS VEGAS, NV, 89147","-115.29039,36.107212",201932299,L
2495,"9983 Diamond Summit Ct Unit 103, Las Vegas, NV, 89183",Match,Exact,"9983 DIAMOND SUMMIT CT, LAS VEGAS, NV, 89183","-115.11909,36.00794",624286979,L
2496,"1384 Santa Anita Dr Unit: C, Las Vegas, NV, 89119",Match,Exact,"1384 SANTA ANITA DR, LAS VEGAS, NV, 89119","-115.13405,36.10481",201871352,L
2497,", Las Vegas, NV, 89169",No_Match,,,,,
2498,"1014 Bel Air Cir, Las Vegas, NV, 89109",Match,Exact,"1014 BEL AIR CIR, LAS VEGAS, NV, 89109","-115.141235,36.133858",201870812,L
2499,"7211 Bachelors Button Dr, Las Vegas, NV, 89131",Match,Exact,"7211 BACHELORS BUTTON DR, LAS VEGAS, NV, 89131","-115.25258,36.29845",201999194,R
2500,"2609 Rue De Jour St, Henderson, NV, 89044",Match,Exact,"2609 RUE DE JOUR ST, HENDERSON, NV, 89044","-115.087074,35.932594",624595834,L
2501,"4679 Sun Valley Dr, Las Vegas, NV, 89121",Match,Non_Exact,"4679 E SUN VALLEY DR, LAS VEGAS, NV, 89121","-115.07139,36.10402",201878697,R
2502,"Plan 2625 Modeled, Las Vegas, NV, 89135",No_Match,,,,,
2503,"7362 W Verde Way, Las Vegas, NV, 89149",Tie,,,,,
2504,"9449 Grenville Ave, Las Vegas, NV, 89134",Match,Exact,"9449 GRENVILLE AVE, LAS VEGAS, NV, 89134","-115.30224,36.19768",201903668,L
2505,"2875 Plan, Las Vegas, NV, 89131",No_Match,,,,,
2506,"145 E Harmon Ave # 702, Las Vegas, NV, 89109",Match,Non_Exact,"145 E HARMON AVE, LAS VEGAS, NV, 89109","-115.16659,36.108017",642014365,R
2507,"9042 Galena Crossing St, Las Vegas, NV, 89123",Match,Exact,"9042 GALENA CROSSING ST, LAS VEGAS, NV, 89123","-115.12194,36.025208",201948529,L
2508,"2453 Chateau Napoleon Dr, Henderson, NV, 89044",Match,Exact,"2453 CHATEAU NAPOLEON DR, HENDERSON, NV, 89044","-115.09484,35.92707",632849549,R
2509,"4381 W Flamingo Rd # 59301, Las Vegas, NV, 89103",Match,Non_Exact,"4381 W FLAMINGO RD, LAS VEGAS, NV, 89103","-115.1988,36.115616",201978356,L
2510,"7560 Parnell Ave, Las Vegas, NV, 89147",Match,Exact,"7560 PARNELL AVE, LAS VEGAS, NV, 89147","-115.25643,36.100155",201898165,R
2511,"2620 Sorrel St, Las Vegas, NV, 89146",Match,Exact,"2620 SORREL ST, LAS VEGAS, NV, 89146","-115.23614,36.141796",201861978,L
2512,"1648 Morse Arberry Ave, Las Vegas, NV, 89106",Match,Exact,"1648 MORSE ARBERRY AVE, LAS VEGAS, NV, 89106","-115.16339,36.19776",201977045,R
2513,"4931 E Mesa Vista Ave, Las Vegas, NV, 89120",Match,Exact,"4931 E MESA VISTA AVE, LAS VEGAS, NV, 89120","-115.06561,36.090992",201879645,R
2514,"7885 W Flamingo Rd Unit 2165, Las Vegas, NV, 89147",Match,Non_Exact,"7885 W FLAMINGO RD, LAS VEGAS, NV, 89147","-115.26283,36.11467",201861694,L
2515,"5000 Red Rock St Apt 270, Las Vegas, NV, 89118",No_Match,,,,,
2516,", Las Vegas, NV, 89108",No_Match,,,,,
2517,"10225 Angel Peak Ct, Las Vegas, NV, 89134",Match,Exact,"10225 ANGEL PEAK CT, LAS VEGAS, NV, 89134","-115.31875,36.20436",201923885,L
2518,"3471 Don Miguel Dr, Las Vegas, NV, 89121",Match,Exact,"3471 DON MIGUEL DR, LAS VEGAS, NV, 89121","-115.09913,36.13498",201935767,R
2519,", Las Vegas, NV, 89102",No_Match,,,,,
2520,"562 Foster Springs Rd, Las Vegas, NV, 89148",Match,Exact,"562 FOSTER SPRINGS RD, LAS VEGAS, NV, 89148","-115.28417,36.03809",612682866,L
2521,"9050 W Warm Springs Rd Unit 2107, Las Vegas, NV, 89148",Match,Non_Exact,"9050 W WARM SPRINGS RD, LAS VEGAS, NV, 89148","-115.28876,36.05547",635106708,R
2522,"2268 N Christy Ln, Las Vegas, NV, 89156",Match,Exact,"2268 N CHRISTY LN, LAS VEGAS, NV, 89156","-115.05287,36.201168",201874335,R
2523,"509 Twin Lakes Dr, Las Vegas, NV, 89107",Match,Exact,"509 TWIN LAKES DR, LAS VEGAS, NV, 89107","-115.187996,36.176914",201973247,L
2524,"6690 Palmyra Ave, Las Vegas, NV, 89146",Match,Exact,"6690 PALMYRA AVE, LAS VEGAS, NV, 89146","-115.2381,36.133087",201862060,R
2525,"3160 Bel Air Dr, Las Vegas, NV, 89109",Match,Exact,"3160 BEL AIR DR, LAS VEGAS, NV, 89109","-115.14145,36.132294",201870813,L
2526,"3004 Hawksdale Dr, Las Vegas, NV, 89134",Match,Exact,"3004 HAWKSDALE DR, LAS VEGAS, NV, 89134","-115.305405,36.215355",201904413,R
2527,"2776 Jupiter Creek St, Las Vegas, NV, 89156",Match,Exact,"2776 JUPITER CREEK ST, LAS VEGAS, NV, 89156","-115.04044,36.20998",201971436,R
2528,"6704 Old Newbury Ave, Las Vegas, NV, 89108",Match,Exact,"6704 OLD NEWBURY AVE, LAS VEGAS, NV, 89108","-115.24059,36.211754",201899424,R
2529,"205 E Harmon Ave Apt 806, Las Vegas, NV, 89169",Match,Non_Exact,"205 E HARMON AVE, LAS VEGAS, NV, 89169","-115.163414,36.10801",201922615,R
2530,"6745 Balsam St, Las Vegas, NV, 89131",Match,Exact,"6745 BALSAM ST, LAS VEGAS, NV, 89131","-115.24466,36.282368",201907423,L
2531,"9981 Cloudy Bay Ct, Las Vegas, NV, 89141",Match,Non_Exact,"9981 S CLOUDY BAY CT, LAS VEGAS, NV, 89141","-115.21172,36.008427",626508797,L
2532,"4581 Lime Straight Dr, Las Vegas, NV, 89115",Match,Exact,"4581 LIME STRAIGHT DR, LAS VEGAS, NV, 89115","-115.05892,36.243816",641033291,L
2533,"11657 Terenzio Ct, Las Vegas, NV, 89183",Match,Exact,"11657 TERENZIO CT, LAS VEGAS, NV, 89183","-115.15963,35.978035",612691708,R
2534,", Las Vegas, NV, 89123",No_Match,,,,,
2535,"9756 Edifice Ave, Las Vegas, NV, 89117",Match,Exact,"9756 EDIFICE AVE, LAS VEGAS, NV, 89117","-115.3096,36.151585",201928979,R
2536,"2600 Cathedral Ln, Las Vegas, NV, 89108",Match,Exact,"2600 CATHEDRAL LN, LAS VEGAS, NV, 89108","-115.236374,36.207397",201899975,L
2537,"9986 Floragold Ct, Las Vegas, NV, 89147",Match,Exact,"9986 FLORAGOLD CT, LAS VEGAS, NV, 89147","-115.31081,36.12503",201932593,R
2538,"9146 Mountain Maple Ct, Las Vegas, NV, 89148",Match,Exact,"9146 MOUNTAIN MAPLE CT, LAS VEGAS, NV, 89148","-115.29139,36.06563",632847283,R
2539,"3151 Soaring Gulls Dr Unit 1014, Las Vegas, NV, 89128",Match,Exact,"3151 SOARING GULLS DR, LAS VEGAS, NV, 89128","-115.27422,36.217472",201904848,L
2540,"6359 W Washington Ave, Las Vegas, NV, 89107",Match,Exact,"6359 W WASHINGTON AVE, LAS VEGAS, NV, 89107","-115.231636,36.180958",201887378,L
2541,"9081 Lawton Pine Dr, Las Vegas, NV, 89129",Match,Exact,"9081 LAWTON PINE DR, LAS VEGAS, NV, 89129","-115.29441,36.22946",201923232,L
2542,"7885 W Flamingo Rd Unit 1148, Las Vegas, NV, 89147",Match,Non_Exact,"7885 W FLAMINGO RD, LAS VEGAS, NV, 89147","-115.26283,36.11467",201861694,L
2543,"3725 White Carnation St, Las Vegas, NV, 89147",Match,Exact,"3725 WHITE CARNATION ST, LAS VEGAS, NV, 89147","-115.26768,36.121525",201901849,R
2544,"4524 Casa Sencia St, Las Vegas, NV, 89121",Match,Exact,"4524 CASA SENCIA ST, LAS VEGAS, NV, 89121","-115.07589,36.119324",201878069,L
2545,"11152 Shadow Nook Ct, Las Vegas, NV, 89144",Match,Exact,"11152 SHADOW NOOK CT, LAS VEGAS, NV, 89144","-115.33944,36.182667",201989959,R
2546,"7704 Custom Weave Ct, Las Vegas, NV, 89149",Match,Exact,"7704 CUSTOM WEAVE CT, LAS VEGAS, NV, 89149","-115.290405,36.301105",641493307,R
2547,", Las Vegas, NV, 89119",No_Match,,,,,
2548,"Plan 3520, Las Vegas, NV, 89135",No_Match,,,,,
2549,"2200 S Fort Apache Rd Unit 2201, Las Vegas, NV, 89117",Match,Non_Exact,"2200 S FORT APACHE RD, LAS VEGAS, NV, 89117","-115.29725,36.14842",638575014,L
